title,Date,UserID ,Reviews,Location Rating,Rooms Rating,Service Rating,stars,Owner Response Date,Owner Response,Brand,Negative,Neutral,Positive,Compound
Hyatt Grand Central New York,5/19/25 9:18,30201,expensive but for the location and the location of the hotel it is perfect,5.0,5.0,5.0,5,,,Hyatt,0.0,0.72,0.28,0.7227
Hyatt Grand Central New York,5/18/25 23:02,51523,"the rooms are fine, the location is central - though a lot more homeless people hanging outside the entrance.. but the real disappointment was just the hotel staff. this is a grand hyatt, let’s go people. i lived in nyc for 8 years and i love hyatts, but the staff here didn’t even say welcome to the hyatt at check in. i was told to wait while they did admin tasks and then they told me all the extra charges i needed to pay. then they said i could be upgraded to a corner room for $50 a night… how tacky. not one person at the entrance said welcome back or anything. just seems to be the norm now from workers today… the hospitality industry needs some help.",3.0,4.0,1.0,3,,,Hyatt,0.058,0.791,0.151,0.9437
Hyatt Grand Central New York,5/18/25 21:18,76122,the staff was very rude but the location and room are okay.,3.0,4.0,2.0,4,,,Hyatt,0.148,0.69,0.162,0.0525
Hyatt Grand Central New York,5/18/25 13:06,61543,the workers here are unbelievably rude. train them better. their attitude was disgusting. the worst. i cried.,5.0,2.0,1.0,1,,,Hyatt,0.473,0.424,0.102,-0.8883
Hyatt Grand Central New York,5/17/25 20:50,12424,"i was hesitant to stay here because of the negative reviews but ultimately chose the hyatt grand central since it was close to my work conference and i was surprised! my room on the 28th floor was clean, modern, and spacious for new york standards. the breakfast buffet downstairs was quite pricey for what's on offer ($45/pp) but i had this waived since i am a globalist. staff were very friendly and courteous. location is not my favorite ny location not because it isn't convenient (it literally is right next to grand central and the subway!) but because it is so, so busy around this part of town. would stay here again!",5.0,5.0,5.0,5,,,Hyatt,0.053,0.766,0.181,0.9652
Hyatt Grand Central New York,5/17/25 16:36,52928,"bathrooms could use updates, had a musty smell",5.0,4.0,5.0,4,,,Hyatt,0.0,1.0,0.0,0.0
Hyatt Grand Central New York,5/16/25 22:49,51946,"i’ve stayed at over 10 hyatts around the world, and this was by far the most disappointing. for $400–$500/night, you'd expect a clean, comfortable stay, but this felt more like a cheap motel with a luxury price tag.

the bathroom smelled awful (like dirty towels), the chairs were stained, and the ice bucket was filthy. housekeeping skipped our room one day despite our request. basic toiletries were missing, tiny shampoo/conditioner (not same brand as website shows), not restocked, no q-tips, no blow dryer, no extra toilet paper. we got no response when we asked for these.

room phone didn’t work, and no one fixed it. no free bottled water (unlike other hyatts), and the market water was overpriced. bleach smell was overpowering, trying to mask the lack of real cleanliness. tv had no streaming apps. a/c wouldn’t go below 65. hallway noise and barking dogs were constant.

breakfast? $45 per person with fruit flies and a rushed vibe toward the end of service. we were charged to store luggage after checkout, and our confirmed room was downgraded at check-in. no recognition of hyatt explorist status.

pros: soft bed, cold fridge, decent workspace, and eventually got towels when requested. located above/side of grand central.

overall, it is not up to hyatt standards. great location doesn’t excuse poor service and lack of care. definitely won’t stay again.",4.0,1.0,1.0,1,,,Hyatt,0.154,0.721,0.125,-0.799
Sheraton New York Times Square Hotel,6/7/25 3:36,67668,"i would really give a negative if possible. the customer service sucks. we , a party of 6 ( with 4 kids) waited for 3 hours to talk to the receptionist to check in, and when finally got the reception desk, they say that they are over booked and donot have any rooms !!! this is at 3:30 am. i booked the room from the previous day for 4 nights!!!!
they also have the audacity to lie to my face that they tried to contact me - welll i did not receive any emails or phone calls. never had an experience like this in my life!!!! this sucks!!!!",,,,1,,,Marriott,0.089,0.868,0.044,-0.7436
Sheraton New York Times Square Hotel,6/6/25 15:51,31506,very bad and the worst hotel i had been,1.0,1.0,1.0,1,6/7/25 0:27,"Dear Aalnamlah, 

We are disappointed to see your rating and sincerely apologize for not living up to your expectations. We value your business and hope you will give us another chance to prove that we are committed to providing an excellent experience to every guest. 

Sincerely, 
Sheraton New York Times Square Management Team",Marriott,0.53,0.47,0.0,-0.8357
Sheraton New York Times Square Hotel,6/6/25 12:38,71856,"i stayed here for a conference and unfortunately had a terrible experience. the bathroom had a pipe held together with duct tape that eventually started leaking, flooding the floor. even before that, the floor of our room had nail trimmings scattered around. when we were moved to another room, the bedsheets were stained and covered in hair. it was extremely unhygienic and disappointing. i would not recommend this hotel to anyone.",,,,1,6/7/25 8:25,"Dear Hailey, 

We sincerely apologize for the cleanliness and maintenance issues you encountered in the assigned accommodations. We do not take these concerns lightly, as these are an essential priority. We understand the inconvenience these caused and will address these matters with our team to ensure these are not repeated. Thank you for your patience, and we hope you will give us an opportunity to redeem ourselves in the future. 

Sincerely, 
Sheraton New York Times Square Management Team",Marriott,0.142,0.858,0.0,-0.8771
Sheraton New York Times Square Hotel,6/5/25 17:28,86178,"i was frightened when i saw so many bads comments about the hotel, the employees and so on. let me tell you today i had a warm attention since i got in, nicole, saisha, christian were so nice helping me with everything. i had a problem with my bank from my country they really gave me some advice and afterwards everything was fine. the bedroom is very nice, the bed so confortable and big, im in a 49 floor, with an incredible viee, and the hotel is close to everything in manhattan.yes it is an old fashioned hotel we all know that but it doesn't matter, i feel like a were home, and im happy to stay here, and i ll be back.",5.0,5.0,5.0,5,,,Marriott,0.036,0.836,0.128,0.9068
Sheraton New York Times Square Hotel,6/5/25 12:36,28907,"only some animal pecked my daughter on the arm.
other than that, everything was very big.",4.0,4.0,4.0,4,6/7/25 8:29,"Dear Gladys, 

While we appreciate your nice rating, we apologize for the unpleasant experience your daughter encountered and for the inconvenience this caused. We appreciate your remarks and are grateful for your patience. Thank you for your comments, and we hope to host you in the future. 

Sincerely, 
Sheraton New York Times Square Management Team",Marriott,0.0,1.0,0.0,0.0
Sheraton New York Times Square Hotel,6/4/25 22:38,61099,"i've stayed at this hotel two times now. first time, it was amazing. beautiful lobby, internet was free, and all was great! in 2025 i returned to the sheraton times square. the lobby is under construction, sheraton wanted to bill $20+ for internet, the starbucks was horrible, but the room was clean and serviced well each day. will i go back? only if internet is included in the room!! i will shop in more detail next time for a hotel.",4.0,5.0,5.0,3,6/6/25 7:52,"Dear Connie, 

We are sorry that your stay this time did not meet all of your expectations, especially considering your positive past experience with us. Please accept our sincere apologies for the concerns you had during your time with us. We strive to offer outstanding hospitality to each and every guest; therefore, we are disappointed that we did not meet these expectations during your visit. Additionally, we regret your dissatisfaction with our internet fee. These fees are listed on our website, and we will share your comments appropriately. We also encourage our guests to participate in our rewards program to enjoy exclusive perks, which include member-only rates and free internet. Thank you for your candid feedback, and we hope we have the opportunity to make a much better impression on a future stay. 

Sincerely, 
Sheraton New York Times Square Management Team",Marriott,0.024,0.772,0.204,0.9257
Sheraton New York Times Square Hotel,6/4/25 21:24,34730,two days without hot water,4.0,1.0,1.0,1,6/4/25 2:55,"Dear Francesca, 

We are disappointed to see your rating and sincerely apologize for not living up to your expectations. We value your business and hope you will give us another chance to prove that we are committed to providing an excellent experience to every guest. 

Sincerely, 
Sheraton New York Times Square Management Team",Marriott,0.0,1.0,0.0,0.0
Sheraton New York Times Square Hotel,6/4/25 10:59,87012,"recently stayed at the sheraton times square. overall, we had a decent experience. check-in took one hour. there was adequate staff, but there were a lot of guests checking in at the same time. room was dated, but clean. the biggest draw to this hotel is location. times square is right outside your window. lots of shops, restaurants, and attractions easily accessible for guests. i would stay here again, but this is not the place for you if you’re looking for a luxury experience.",5.0,3.0,3.0,3,6/5/25 0:19,"Dear Alexandria, 

We apologize for the undue delay you encountered at the time of check-in and for the inconvenience this caused you. We will address your remarks with the appropriate individuals to ensure a better guest experience going forward. We are also sorry you felt our accommodations needed updating. We are grateful for the feedback and will share these notes with our team for the future modernization of our hotel. On a positive note, we are happy to see you liked our convenient location. Thank you for your patience, and we hope you will give us a chance to provide you with the hospitality you deserve on a future visit. 

Sincerely, 
Sheraton New York Times Square Management Team",Marriott,0.0,0.871,0.129,0.8957
Sheraton New York Times Square Hotel,6/4/25 1:09,15216,"the room i stayed in was extremely outdated and featured a murphy bed that i had to pull down myself. apart from the convenient location, there’s really nothing else positive to say about this hotel. i would definitely not recommend it unless you’re staying for just one night and can tolerate the bare minimum.",5.0,2.0,3.0,2,6/5/25 0:04,"Dear Kremena, 

We are sorry that you were not completely satisfied with our beds. Please know our front desk is always available and happy to make you as comfortable as possible. We are also sorry you felt our accommodations needed updating. We are grateful for the feedback and will share these notes with the appropriate individuals for the future modernization of our hotel. Thank you for your patience, and we hope you will consider giving us a second chance the next time you are in the area. 

Sincerely, 
Sheraton New York Times Square Management Team",Marriott,0.09,0.864,0.046,-0.3814
Sheraton New York Times Square Hotel,6/3/25 20:32,87564,"hi my mom and i arrived from massachusetts yesterday. i can tell that this is one of the busiest hotels in nyc. the location is phenomenal and the restaurant staff is wonderful and pleasant. what a great experience. for check in, i understand so many tourists come and go, and the concierge is a difficult job. thank you for all of you who put all the happy smiles on customers faces every day. i like to express that the sheraton hotel is a great place to stay.",5.0,5.0,4.0,4,6/4/25 3:05,"Dear Robert, 

It was a pleasure welcoming you and your mother to the Sheraton New York Times Square Hotel. We are glad our associates helped to enhance your time with us and that our location perfectly suited your travel needs. We will be sure to share your kind praises with our entire team for their job well done. Thank you for all your comments, and we look forward to having you both again soon. 

Sincerely, 
Sheraton New York Times Square Management Team",Marriott,0.023,0.726,0.251,0.9764
Sheraton New York Times Square Hotel,6/3/25 15:21,95643,"highly recommended for the location. the rooms are a bit outdated, but kudos to the staff who make the place clean and welcoming every day. the common areas are broken! the lounges are closed. the reception is not exactly welcoming and friendly, disorganized, and the elevator security guard apparently doesn't like the french. for a city that never sleeps, we found the front desk unresponsive to a group problem.
overall, the location is simply great, the rooms are pleasant, and the breakfast is good. a smile would be nice.",5.0,4.0,3.0,4,,,Marriott,0.124,0.556,0.32,0.9812
Sheraton New York Times Square Hotel,6/2/25 16:20,23374,stayed here for four nights while attending a conference in the building. room was comfy and overall clean. the conference spaces were large and well equipped. great location in midtown with access to public transport and plenty of food options.,5.0,5.0,5.0,5,6/2/25 2:01,"Dear Ben, 

It is always gratifying to receive praise for exceeding expectations, and we are delighted you enjoyed your stay. It was our pleasure hosting you at the Sheraton New York Times Square Hotel, and we look forward to seeing you again soon. 

Sincerely, 
Sheraton New York Times Square Management Team",Marriott,0.0,0.806,0.194,0.836
Sheraton New York Times Square Hotel,6/2/25 12:06,97518,"i was disappointed with my recent stay at the sheraton in times square. upon checking into my first room, i immediately noticed it had not been properly cleaned. the bedding was stained, the countertops were dirty, and the bathroom had hair throughout—including on the ceiling—which was especially unsettling.

after reporting the issue, i was moved to a second room, but unfortunately encountered similar problems. the bedding was once again stained, and the door to the bathroom was visibly dirty.

while i appreciated the staff’s willingness to relocate me, the overall lack of cleanliness in both rooms left me feeling uncomfortable and dissatisfied. for a hotel in such a prime location and at this price point, i expected much higher standards of cleanliness and upkeep.

the location is great, but i’m sure there are other hotels in the same area with higher standards of cleanliness",4.0,1.0,4.0,2,6/4/25 7:28,"Dear Jalynn, 

We sincerely apologize for the inconvenience you encountered, especially regarding the cleanliness of both the assigned accommodations to you, which is of utmost importance to us. Your feedback is invaluable, and we will address these matters with our housekeeping team to ensure these do not recur. Your satisfaction is our top priority; therefore, we hope you will consider granting us another opportunity to host you in the future so we can show you our dedication to exceptional experiences. 

Sincerely, 
Sheraton New York Times Square Management Team",Marriott,0.14,0.759,0.101,-0.7003
Sheraton New York Times Square Hotel,6/2/25 8:52,97236,"they said we have a $35-credit per day for food or drinks. i asked the lady if the credit stack; she said yes. so i stacked the credits and had breakfast downstairs at their expensive restaurant that was not that good. i got the bill, and the credits did not stack, and i had to pay the difference of $96 at this not-so-good restaurant and lost out on $140 credit because of misinformation. not happy.",3.0,2.0,1.0,1,5/28/25 1:27,"Dear Evaristo, 

We sincerely apologize for the billing concern that you are having and for the miscommunication on our end. We completely understand the frustration you must have experienced. We will share your comments with our team, as we are committed to enhancing our services and guest experience on all levels. Thank you for your patience, and we hope you will give us another opportunity on your next visit so we can provide you with the outstanding hospitality you deserve.

Sincerely, 
Sheraton New York Times Square Management Team",Marriott,0.128,0.728,0.144,0.3603
Sheraton New York Times Square Hotel,6/1/25 23:59,10132,"the room is very dated. furniture has clear wears and tears from being probably from the 60s. but the cleanliness is what causes most concerns, you can see the dirt caked in the carpet.

i do not know how this is a 4 star hotel. i would rather stay at a 3 star hotel. the location is very good, but there are a lot of other hotels around.

below are other no's
- no liquid soap is provided for shower, only bar soap.
- no fridge
- no free wifi",4.0,2.0,2.0,2,6/2/25 2:59,"Dear Chau, 

We sincerely apologize for the cleanliness concerns you encountered during your time with us and for your disappointment with the lack of liquid soap and a refrigerator in your accommodations. We will share your comments with the appropriate individuals to ensure a better guest experience moving forward. We also regret your dissatisfaction with our wifi fee. We encourage our guests to participate in our rewards program to enjoy exclusive perks, which include member-only rates and free internet. Thank you for your patience, and we hope you will give us a second chance to deliver the type of visit you should always expect from us. 

Sincerely, 
Sheraton New York Times Square Management Team",Marriott,0.133,0.807,0.059,-0.7659
Sheraton New York Times Square Hotel,6/1/25 20:07,40532,"the rooms are dated and were lacking the comforts of being away from home. no fridge, no microwave. a bit tiny and loud... could hear my neighbors on either side. the location is nice and conveniently located to atteactions.",4.0,1.0,3.0,3,6/2/25 2:44,"Dear Valued Guest,

We apologize for the noise concerns you encountered during your time with us and for your disappointment with the lack of a refrigerator and microwave in your accommodations. We will share your comments with the appropriate individuals to ensure a better guest experience going forward. We are also sorry you felt our property needed updating. We are grateful for the feedback and will share these notes with our team for the future modernization of our hotel. On a positive note, we are happy to see you liked our convenient location. Thank you for your patience, and we hope you will give us a chance to redeem ourselves the next time you are in the area.  

Sincerely, 
Sheraton New York Times Square Management Team",Marriott,0.049,0.778,0.173,0.6796
Sheraton New York Times Square Hotel,5/31/25 20:31,78781,"i am writing to express my deep dissatisfaction with my recent stay at the sheraton. unfortunately, this experience fell far below the standard i expected from a hotel of your brand’s reputation.

first and foremost, the customer service was extremely disappointing. staff at the front desk and around the hotel seemed disengaged and unhelpful, creating an unwelcoming atmosphere throughout my stay. it was clear that many employees were either unhappy or indifferent to guest experiences.

in addition, the facilities were severely lacking. the wifi was not working. the elevator was out of order during my visit, causing unnecessary inconvenience—especially for someone staying for work and needing to move around efficiently. to make matters worse, the television in my room did not work at all. while i appreciate the effort of the it staff member who tried his best to resolve the issue, it was still an unacceptable inconvenience.

the only positive note of my stay was the housekeeper, who was kind, professional, and clearly took pride in her work. her demeanor stood out in an otherwise unpleasant environment.

overall, this experience was frustrating and unprofessional. i did not feel like a valued guest, and i did not appreciate any of the accommodations or services that were supposed to make my work trip more comfortable. i sincerely hope that management will address these issues seriously so future guests don’t encounter the same problems.",4.0,2.0,1.0,2,6/1/25 6:10,"Dear Gemelie,

Please accept our apologies for any dissatisfaction you felt during your stay. Providing outstanding customer service to every one of our guests is always our top priority and is something we pride ourselves on. Therefore, we are genuinely sorry to learn that this was not your experience, and we understand your frustration regarding the issues you described. We also apologize for the issues you experienced with our WiFi during your stay. We understand how important it is for our business travelers to stay connected; we are grateful for your patience and for bringing this to our attention. Additionally, we are disappointed to learn about the issues you had with regard to the television in your accommodations.

Sincerely,
Sheraton New York Times Square Management Team",Marriott,0.151,0.7,0.15,0.152
Sheraton New York Times Square Hotel,5/30/25 14:10,99672,"nice location, terrible elevators.",,,,4,,,Marriott,0.392,0.253,0.354,-0.0772
Sheraton New York Times Square Hotel,5/29/25 21:27,48640,"rooms are decent, about regular nyc size, but staff was super helpful",5.0,5.0,5.0,5,,,Marriott,0.0,0.525,0.475,0.8765
Sheraton New York Times Square Hotel,5/29/25 20:23,88016,"the only good thing is the location of this property except that everything is disappointing. rude staffs, bad dated rooms, hidden fees. plus you have to stay in the line for one hour before check in and another 1 hour for room access.",4.0,1.0,1.0,1,5/30/25 7:39,"Dear Susmita, 

We apologize for the level of service you received from our associates. We take our guest comments seriously, as they will help us enhance the experience for future guests. We are also sorry for the undue delay you encountered at check-in and for the issues you had with your accommodations. Your feedback is instrumental in our ongoing efforts to provide exceptional service to all our guests. We hope to have another opportunity to show you the exceptional hospitality you always deserve and that we are known for providing. 

Sincerely, 
Sheraton New York Times Square Management Team",Marriott,0.188,0.756,0.056,-0.7783
Sheraton New York Times Square Hotel,5/29/25 14:42,70469,"it's run-down, and there are sometimes long waits for a table at breakfast. however, the breakfast staff are well-organized and very friendly.
the location is great, but german standards should be lowered!",5.0,2.0,3.0,3,5/30/25 7:43,"Dear Thomas, 

We apologize for the undue delay you encountered at the breakfast area and for the inconvenience this caused you. We will address your comments with the appropriate individuals to ensure a better guest experience moving forward. We are also sorry you felt our property needed updating. We are grateful for the feedback and will share these notes with our team for the future modernization of our hotel. 

Sincerely, 
Sheraton New York Times Square Management Team",Marriott,0.049,0.809,0.142,0.5169
Sheraton New York Times Square Hotel,5/28/25 22:46,72110,"we always stay at this location while in nyc, but this last trip was disappointing. the construction has caused a nightmare situation in the “lobby” with so many guests stuck in long lines that prevent free movement through the limited space, the elevators struggle to keep up and are not properly programmed, and the rooms are dated. only having the one side door open was absolutely ridiculous and added to the foot traffic issue as well. it feels very unsafe at best. a notification at the time of booking would have been appreciated, especially as returning guests. the location is great and the beds are comfortable, but we will be looking at alternatives until improvements are made.",5.0,3.0,3.0,3,5/30/25 8:00,"Dear Erica, 

Please accept our sincere apologies for the concerns you had during your time with us. We strive to offer outstanding hospitality to each and every guest; therefore, we are disappointed that we did not meet these expectations during your stay. We are also sorry you felt our accommodations needed updating. We appreciate your feedback, and we will share these notes with the appropriate individuals. Thank you for your review, and we hope you will give us a chance to redeem ourselves the next time you are in the area.  

Sincerely, 
Sheraton New York Times Square Management Team",Marriott,0.106,0.684,0.21,0.9569
Sheraton New York Times Square Hotel,5/28/25 22:00,63651,"i found the front desk staff to be somewhat unpleasant. the room and the bed are fine, attack on the small side for the price range and location. the bedding is ridiculous though. you get a top sheet and a blanket that is so thin that it might as well just be another top sheet.

they seem to book a lot of large groups and do not have the staff or infrastructure to handle them well. while i was there the hotel was totally overrun with various tour groups and there were always groups of 30 or more clogging the lobby. the on-site restaurant is supposed to be nice, but they couldn’t handle the demand so it became easier to go elsewhere.

i travel to the city regularly and usually book bonvoy brand hotels, but this one will not be at the top of my list.",5.0,3.0,2.0,3,5/30/25 8:09,"Dear Eric, 

We apologize for the frustrations you experienced during our peak season and appreciate your patience. We are always looking for opportunities to improve our guest experience, so we are grateful for your feedback. We are also sorry for the concerns you encountered with our associates and for your disappointment with the bedding. We value your remarks and will share them with our team as we always look for ways to improve. We hope you will give us a second chance to deliver the type of stay you should always expect from us. 

Sincerely, 
Sheraton New York Times Square Management Team",Marriott,0.047,0.846,0.106,0.7371
Sheraton New York Times Square Hotel,5/28/25 20:35,69645,"checkin during construction is abysmal - no effort made by the hotel to reduce the wait. can't checkin through the app and go to your room. no accommodations whatsoever for elites - we get to wait at the back of the line with people who bought through consolidators and are staying at a marriott property for the first time. and no apologies from staff or management for the chaos.
avoid.",5.0,4.0,2.0,2,5/30/25 8:14,"Dear Tim, 

We sincerely apologize for the undue delay you encountered at the time of check-in and for the lack of assistance from our associates. We understand the inconvenience these caused you and will address your remarks with the appropriate individuals to ensure these are not repeated. Thank you for your patience, and we hope you will give us another chance to provide you with the hospitality for which we are known on your next visit to this area.  

Sincerely, 
Sheraton New York Times Square Management Team",Marriott,0.161,0.839,0.0,-0.8885
Sheraton New York Times Square Hotel,5/28/25 16:39,34874,the elevators are really slow; we were on the 50th floor and waited 10 minutes for an elevator at times. the room is nice but has a small washroom. the check-in service was great. i would go out for breakfast because of the price; the service is good but overpriced.,5.0,4.0,4.0,4,5/29/25 9:13,"Dear Mo, 

We are glad our associates took great care of you and that you loved our comfortable accommodations. We are also happy you had a smooth check-in process. That said, we regret not meeting some of your expectations and for the difficulties you had with our elevators. We will be sure to communicate your feedback with our associates. Thank you for making Sheraton New York Times Square Hotel a part of your travel plans, and we look forward to your return visit. 

Sincerely, 
Sheraton New York Times Square Management Team",Marriott,0.0,0.805,0.195,0.9081
Sheraton New York Times Square Hotel,5/28/25 10:35,24665,disappointing for a marriott property.,4.0,1.0,1.0,2,5/29/25 9:09,"Dear Scotty, 

We never want our guests to leave unhappy, and from your rating, it is clear that we let you down. We are sorry your stay did not live up to your expectations and hope you will give us another opportunity to regain your trust. 

Sincerely, 
Sheraton New York Times Square Management Team",Marriott,0.444,0.556,0.0,-0.4939
Sheraton New York Times Square Hotel,5/28/25 10:10,81148,we were traveling to nyc with three small kids- we were overwhelmed with parking and i ran into the sheraton time square to try and figure out what to do. raphe came outside with me and walked me through best places to park. not only that but he assisted with our luggage before we were able to check in. everyone was checking in and it was a madhouse - he helped us to our room with another elevator. cannot express the gratitude we have for raphe. a gem of an employee! not only that but in our hurry to pack up 3 kids begging to stay in the big city i left my authentic louis vuitton speedy bag. i called days later and sal from security got it shipped back. he was so kind professional and efficient! will 100% always stay at the sheraton when we’re in nyc!!,5.0,4.0,5.0,5,,,Marriott,0.022,0.87,0.109,0.9345
Sheraton New York Times Square Hotel,5/27/25 12:23,79262,"a very central hotel, right next to the metro station. despite being a hotel that's obviously quite old, the rooms are well-maintained, fairly compact, and the beds are very comfortable, allowing for a good night's sleep. it's a very chaotic hotel; there's a lot of noise in the hallways due to the high volume of guests. at checkout, we were greeted by a very unfriendly lady who didn't want to listen when we asked her about some strange charges (at first, she denied everything and got annoying; she eventually admitted they had made a mistake, but she seemed annoyed). i would not recommend staying at the hotel.",5.0,3.0,2.0,4,,,Marriott,0.165,0.777,0.058,-0.8681
Sheraton New York Times Square Hotel,5/27/25 4:57,43055,the hotel was clean and such despite construction. my low points is the fact that the staff is not very helpful and also they will continue to debit your account even after you check out and confirm with the front desk. it is like a scam with your account. watch out. then they will tell you that after checking out they can’t talk to you. they are spoiling the good name of marriott where we have been members for more than 10 years and never experienced this kind of scam. they will debit huge amounts on daily basis.,,,,3,5/29/25 5:20,"Dear Pauline,

We always want our guests to leave with a favorable impression of our hotel; therefore, we truly apologize for not meeting your expectations. We are very sorry for the inconvenience you encountered with the charges on your card and the lack of proper assistance regarding it. We completely understand the frustration you must have experienced. We will share your comments with the appropriate individuals and appreciate your patience. Thank you for bringing this to our attention, and we hope to have another opportunity to regain your trust. 

Sincerely,
Sheraton New York Times Square Management Team",Marriott,0.091,0.8,0.109,-0.0072
Sheraton New York Times Square Hotel,5/26/25 19:47,37007,there were some issues with the door and a broken light..also the water was brown at one point but other than that it was good. thanks for the extra blankets,5.0,3.0,5.0,3,5/27/25 1:05,"Dear Hana, 

We apologize for the cleanliness and maintenance issues you encountered during your time with us. We understand the inconvenience these caused you and will address your comments with the appropriate individuals to ensure a better guest experience moving forward. On a positive note, we are happy to see you liked some aspects of your visit. Thank you for your patience, and we hope you will give us a chance to redeem ourselves the next time you are in the area.  

Sincerely, 
Sheraton New York Times Square Management Team",Marriott,0.056,0.735,0.21,0.7684
Sheraton New York Times Square Hotel,5/26/25 11:19,61817,good location and good service. conveniently close to the train station. recommended! ❤️🗽🥰🇺🇸,5.0,5.0,5.0,5,5/27/25 1:02,"Dear Jaiza, 

We are glad our location was perfect for your needs and that you appreciated our attentive service. We will be sure to share your kind praises with our entire team for their job well done. Thank you for reviewing your stay at Sheraton New York Times Square Hotel, and we look forward to hosting you again soon. 

Sincerely, 
Sheraton New York Times Square Management Team",Marriott,0.0,0.543,0.457,0.923
Sheraton New York Times Square Hotel,5/25/25 23:23,87747,reception smells like cigarette smoke,,,,3,5/26/25 0:42,"Dear Guest, 

We apologize for the concerns you encountered at the reception area. We work hard to provide a clean and comfortable environment; therefore, we regret that this issue compromised your visit. We will follow up on your remarks and appreciate you bringing this to our attention. Thank you for staying with us, and we hope to have another opportunity to provide you with the flawless visit you deserve. 

Sincerely, 
Sheraton New York Times Square Management Team",Marriott,0.0,0.615,0.385,0.3612
Sheraton New York Times Square Hotel,5/25/25 13:02,58608,"clean rooms, respectful, all means of transport around the hotel.",5.0,5.0,5.0,5,,,Marriott,0.0,0.584,0.416,0.6908
Sheraton New York Times Square Hotel,5/25/25 8:53,36694,"the room is quite small, but the location makes up for everything!",5.0,4.0,4.0,4,5/26/25 0:56,"Dear Magdalena, 

We appreciate your nice rating and are glad our location perfectly suited your travel needs. That said, we regret the concerns you had regarding the size of your room. Please know our front desk is always available and happy to help make your stay more comfortable. Thank you for reviewing your experience, and we look forward to your next visit to Sheraton New York Times Square Hotel. 

Sincerely, 
Sheraton New York Times Square Management Team",Marriott,0.0,1.0,0.0,0.0
Sheraton New York Times Square Hotel,5/25/25 4:02,61370,"the good, the bad, & the ugly — a classic clint eastwood experience at sheraton times square

the good:
our stay at the sheraton times square came with standout service from several exceptional staff members. ahmed welcomed us warmly at check-in and set a great tone. kendra, the concierge, was outstanding—going above and beyond to provide helpful information and personalized service. jimmy at the bell desk was equally impressive—friendly, efficient, and accommodating.

the elevator system is one of the most efficient i’ve seen in a high-rise hotel—smart panel controls that keep things moving smoothly even during busy hours.

we did our homework before booking, and this sheraton proved to be one of the best values in times square. its central location, pricing, and amenities clearly appeal to travelers, as evidenced by the consistent lines at both the front desk and concierge.

our room was clean, comfortable, and provided the rest we needed.

the bad:
the long lines at registration were a recurring issue—almost every time we passed by, guests were waiting. while it speaks to the hotel’s popularity, it does affect convenience.

construction at the primary entrance was a bit of an inconvenience, but not a deal-breaker.

housekeeping responded quickly when we reported an unpleasant odor and visible mold on the shower liner, but it should have been addressed proactively before check-in.

the ugly:
unfortunately, our experience with one staff member, samuel, was repeatedly negative. over a short two-night stay, we witnessed multiple incidents where he was aggressive, dismissive, and outright rude to both guests and his colleagues. his behavior during a simple inquiry about water was unnecessarily hostile, and i observed him shouting at other guests and staff on multiple occasions. in my opinion, samuel is not suited for a customer-facing role, and his conduct was a sharp contrast to the otherwise professional staff.

overall:
despite a few bumps, our stay was enjoyable and well worth the price. most of the staff were excellent, and the location can’t be beat. if management addresses the front desk efficiency and takes a serious look at how guests are treated across the board, this sheraton could easily earn five stars.",5.0,4.0,4.0,4,,,Marriott,0.088,0.796,0.116,0.6855
Sheraton New York Times Square Hotel,5/25/25 3:52,49242,quiet place,5.0,5.0,4.0,5,5/26/25 0:43,"Dear Mario, 

We are delighted you had an outstanding visit to the Sheraton New York Times Square Hotel and that you loved all aspects of our hotel. Thank you for the excellent rating, and we look forward to hosting you again soon. 

Sincerely, 
Sheraton New York Times Square Management Team",Marriott,0.0,1.0,0.0,0.0
Sheraton New York Times Square Hotel,5/24/25 23:23,39991,"trash everywhere in the halls, small rooms that aren’t cleaned well, and worst of all the elevators…i’m not exaggerating when i say i repeatedly spent about 15 minutes just trying to get to my room. the strange touchpad elevator system is easy to mess up, no buttons or floor changes in the elevator, and the elevators are almost always full, stopping at empty floors because people mistakenly choose the wrong numbers. terrible, frustrating experience.

but yeah location is pretty great",5.0,1.0,1.0,1,5/25/25 6:42,"Dear Andy, 

We apologize for the cleanliness concerns you encountered during your time with us and for the inconvenience this caused you. We will share your remarks with the appropriate individuals to ensure these are not repeated. We are also sorry for the difficulties with the elevator. We appreciate your valuable feedback and will address this properly. Thank you for your patience, and we hope you will give us a chance to provide you with the hospitality you deserve on a future visit. 

Sincerely, 
Sheraton New York Times Square Management Team",Marriott,0.177,0.646,0.177,0.7176
Warwick New York,4/6/25 11:37,56079,"comfortable rooms, helpful staff, fantastic location with key must see museums and land marks within 20-30min…great ambiance with context of old style over laid with modern touches.",,,,4,4/21/25 16:25,Thank you again for staying with us.  We appreciate your feedback.  We are pleased to hear that you enjoyed your stay with us.  We are looking forward to welcoming you back.,Warwick,0.0,0.712,0.288,0.8658
